FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E01024766,2019,Score,,17.335,a. Index of Multiple Deprivation (IMD)
E01024778,2019,Score,,6.801,a. Index of Multiple Deprivation (IMD)
E01024715,2019,Score,,29.344,a. Index of Multiple Deprivation (IMD)
E01024643,2019,Score,,20.471,a. Index of Multiple Deprivation (IMD)
E01021767,2019,Score,,6.609,a. Index of Multiple Deprivation (IMD)
E01024713,2019,Score,,29.57,a. Index of Multiple Deprivation (IMD)
E01002676,2019,Score,,15.65,a. Index of Multiple Deprivation (IMD)
E01002782,2019,Score,,37.168,a. Index of Multiple Deprivation (IMD)
E01024667,2019,Score,,58.785,a. Index of Multiple Deprivation (IMD)
E01022727,2019,Score,,6.892,a. Index of Multiple Deprivation (IMD)
E01022636,2019,Score,,11.208,a. Index of Multiple Deprivation (IMD)
E01022664,2019,Score,,2.686,a. Index of Multiple Deprivation (IMD)
E01021171,2019,Score,,9.393,a. Index of Multiple Deprivation (IMD)
E01023135,2019,Score,,15.652,a. Index of Multiple Deprivation (IMD)
E01023174,2019,Score,,9.083,a. Index of Multiple Deprivation (IMD)
E01022729,2019,Score,,5.448,a. Index of Multiple Deprivation (IMD)
E01023133,2019,Score,,4.836,a. Index of Multiple Deprivation (IMD)
E01022497,2019,Score,,2.503,a. Index of Multiple Deprivation (IMD)
E01022359,2019,Score,,6.001,a. Index of Multiple Deprivation (IMD)
E01024845,2019,Score,,10.533,a. Index of Multiple Deprivation (IMD)
E01024850,2019,Score,,4.09,a. Index of Multiple Deprivation (IMD)
E01022516,2019,Score,,4.184,a. Index of Multiple Deprivation (IMD)
E01022569,2019,Score,,13.401,a. Index of Multiple Deprivation (IMD)
E01022674,2019,Score,,8.239,a. Index of Multiple Deprivation (IMD)
E01004493,2019,Score,,13.604,a. Index of Multiple Deprivation (IMD)
E01004448,2019,Score,,26.678,a. Index of Multiple Deprivation (IMD)
E01000165,2019,Score,,13.258,a. Index of Multiple Deprivation (IMD)
E01004535,2019,Score,,37.698,a. Index of Multiple Deprivation (IMD)
E01000330,2019,Score,,17.867,a. Index of Multiple Deprivation (IMD)
E01004496,2019,Score,,11.991,a. Index of Multiple Deprivation (IMD)
E01004533,2019,Score,,27.038,a. Index of Multiple Deprivation (IMD)
E01000366,2019,Score,,9.865,a. Index of Multiple Deprivation (IMD)
E01000336,2019,Score,,31.362,a. Index of Multiple Deprivation (IMD)
E01000400,2019,Score,,14.705,a. Index of Multiple Deprivation (IMD)
E01000466,2019,Score,,23.424,a. Index of Multiple Deprivation (IMD)
E01000378,2019,Score,,21.241,a. Index of Multiple Deprivation (IMD)
E01000157,2019,Score,,12.655,a. Index of Multiple Deprivation (IMD)
E01000385,2019,Score,,32.32,a. Index of Multiple Deprivation (IMD)
E01000185,2019,Score,,25.824,a. Index of Multiple Deprivation (IMD)
E01001833,2019,Score,,31.832,a. Index of Multiple Deprivation (IMD)
E01001844,2019,Score,,26.949,a. Index of Multiple Deprivation (IMD)
E01000782,2019,Score,,47.689,a. Index of Multiple Deprivation (IMD)
E01000838,2019,Score,,5.005,a. Index of Multiple Deprivation (IMD)
E01000755,2019,Score,,5.078,a. Index of Multiple Deprivation (IMD)
E01000778,2019,Score,,13.162,a. Index of Multiple Deprivation (IMD)
E01001735,2019,Score,,35.185,a. Index of Multiple Deprivation (IMD)
E01001742,2019,Score,,28.995,a. Index of Multiple Deprivation (IMD)
E01000868,2019,Score,,39.291,a. Index of Multiple Deprivation (IMD)
E01000662,2019,Score,,18.168,a. Index of Multiple Deprivation (IMD)
E01000360,2019,Score,,18.65,a. Index of Multiple Deprivation (IMD)
E01000845,2019,Score,,11.305,a. Index of Multiple Deprivation (IMD)
E01000447,2019,Score,,10.353,a. Index of Multiple Deprivation (IMD)
E01000503,2019,Score,,28.578,a. Index of Multiple Deprivation (IMD)
E01000686,2019,Score,,7.29,a. Index of Multiple Deprivation (IMD)
E01002574,2019,Score,,10.811,a. Index of Multiple Deprivation (IMD)
E01003349,2019,Score,,33.222,a. Index of Multiple Deprivation (IMD)
E01002492,2019,Score,,21.072,a. Index of Multiple Deprivation (IMD)
E01002465,2019,Score,,10.44,a. Index of Multiple Deprivation (IMD)
E01000118,2019,Score,,9.812,a. Index of Multiple Deprivation (IMD)
E01000108,2019,Score,,28.166,a. Index of Multiple Deprivation (IMD)
E01002787,2019,Score,,32.105,a. Index of Multiple Deprivation (IMD)
E01002525,2019,Score,,19.294,a. Index of Multiple Deprivation (IMD)
E01003121,2019,Score,,32.792,a. Index of Multiple Deprivation (IMD)
E01003490,2019,Score,,31.017,a. Index of Multiple Deprivation (IMD)
E01003285,2019,Score,,13.687,a. Index of Multiple Deprivation (IMD)
E01003448,2019,Score,,24.584,a. Index of Multiple Deprivation (IMD)
E01002473,2019,Score,,15.968,a. Index of Multiple Deprivation (IMD)
E01002696,2019,Score,,20.191,a. Index of Multiple Deprivation (IMD)
E01003408,2019,Score,,11.874,a. Index of Multiple Deprivation (IMD)
E01000876,2019,Score,,29.94,a. Index of Multiple Deprivation (IMD)
E01000893,2019,Score,,5.314,a. Index of Multiple Deprivation (IMD)
E01001035,2019,Score,,18.386,a. Index of Multiple Deprivation (IMD)
E01001038,2019,Score,,18.538,a. Index of Multiple Deprivation (IMD)
E01000994,2019,Score,,19.762,a. Index of Multiple Deprivation (IMD)
E01001009,2019,Score,,23.746,a. Index of Multiple Deprivation (IMD)
E01004632,2019,Score,,8.395,a. Index of Multiple Deprivation (IMD)
E01004682,2019,Score,,14.246,a. Index of Multiple Deprivation (IMD)
E01004623,2019,Score,,8.842,a. Index of Multiple Deprivation (IMD)
E01004481,2019,Score,,15.155,a. Index of Multiple Deprivation (IMD)
E01000052,2019,Score,,33.284,a. Index of Multiple Deprivation (IMD)
E01004610,2019,Score,,19.919,a. Index of Multiple Deprivation (IMD)
E01000093,2019,Score,,46.922,a. Index of Multiple Deprivation (IMD)
E01004475,2019,Score,,15.977,a. Index of Multiple Deprivation (IMD)
E01004402,2019,Score,,32.696,a. Index of Multiple Deprivation (IMD)
E01010177,2019,Score,,15.319,a. Index of Multiple Deprivation (IMD)
E01009996,2019,Score,,51.38,a. Index of Multiple Deprivation (IMD)
E01010113,2019,Score,,27.316,a. Index of Multiple Deprivation (IMD)
E01010050,2019,Score,,31.882,a. Index of Multiple Deprivation (IMD)
E01002675,2019,Score,,13.828,a. Index of Multiple Deprivation (IMD)
E01002857,2019,Score,,59.009,a. Index of Multiple Deprivation (IMD)
E01010222,2019,Score,,8.873,a. Index of Multiple Deprivation (IMD)
E01010169,2019,Score,,2.803,a. Index of Multiple Deprivation (IMD)
E01002365,2019,Score,,13.525,a. Index of Multiple Deprivation (IMD)
E01002424,2019,Score,,13.456,a. Index of Multiple Deprivation (IMD)
E01002335,2019,Score,,16.434,a. Index of Multiple Deprivation (IMD)
E01002346,2019,Score,,25.573,a. Index of Multiple Deprivation (IMD)
E01010062,2019,Score,,55.643,a. Index of Multiple Deprivation (IMD)
E01010217,2019,Score,,4.438,a. Index of Multiple Deprivation (IMD)
E01002433,2019,Score,,16.922,a. Index of Multiple Deprivation (IMD)
E01003348,2019,Score,,25.742,a. Index of Multiple Deprivation (IMD)
E01004151,2019,Score,,14.853,a. Index of Multiple Deprivation (IMD)
E01004211,2019,Score,,31.539,a. Index of Multiple Deprivation (IMD)
E01004123,2019,Score,,28.156,a. Index of Multiple Deprivation (IMD)
E01004303,2019,Score,,23.954,a. Index of Multiple Deprivation (IMD)
E01009064,2019,Score,,34.229,a. Index of Multiple Deprivation (IMD)
E01004223,2019,Score,,35.516,a. Index of Multiple Deprivation (IMD)
E01004229,2019,Score,,25.746,a. Index of Multiple Deprivation (IMD)
E01002827,2019,Score,,12.075,a. Index of Multiple Deprivation (IMD)
E01010090,2019,Score,,39.525,a. Index of Multiple Deprivation (IMD)
E01002752,2019,Score,,22.426,a. Index of Multiple Deprivation (IMD)
E01002624,2019,Score,,21.671,a. Index of Multiple Deprivation (IMD)
E01002807,2019,Score,,31.573,a. Index of Multiple Deprivation (IMD)
E01004118,2019,Score,,9.787,a. Index of Multiple Deprivation (IMD)
E01002862,2019,Score,,26.044,a. Index of Multiple Deprivation (IMD)
E01001188,2019,Score,,28.153,a. Index of Multiple Deprivation (IMD)
E01000610,2019,Score,,24.925,a. Index of Multiple Deprivation (IMD)
E01000950,2019,Score,,39.726,a. Index of Multiple Deprivation (IMD)
E01001162,2019,Score,,28.352,a. Index of Multiple Deprivation (IMD)
E01000429,2019,Score,,42.524,a. Index of Multiple Deprivation (IMD)
E01001103,2019,Score,,7.187,a. Index of Multiple Deprivation (IMD)
E01000656,2019,Score,,6.82,a. Index of Multiple Deprivation (IMD)
E01000414,2019,Score,,13.631,a. Index of Multiple Deprivation (IMD)
E01001250,2019,Score,,37.117,a. Index of Multiple Deprivation (IMD)
E01001265,2019,Score,,20.568,a. Index of Multiple Deprivation (IMD)
E01001781,2019,Score,,44.66,a. Index of Multiple Deprivation (IMD)
E01001798,2019,Score,,46.437,a. Index of Multiple Deprivation (IMD)
E01001089,2019,Score,,28.744,a. Index of Multiple Deprivation (IMD)
E01000944,2019,Score,,22.702,a. Index of Multiple Deprivation (IMD)
E01001064,2019,Score,,12.837,a. Index of Multiple Deprivation (IMD)
E01002682,2019,Score,,18.175,a. Index of Multiple Deprivation (IMD)
E01003224,2019,Score,,22.095,a. Index of Multiple Deprivation (IMD)
E01003036,2019,Score,,24.245,a. Index of Multiple Deprivation (IMD)
E01003097,2019,Score,,32.154,a. Index of Multiple Deprivation (IMD)
E01002258,2019,Score,,14.889,a. Index of Multiple Deprivation (IMD)
E01002328,2019,Score,,10.024,a. Index of Multiple Deprivation (IMD)
E01003071,2019,Score,,16.108,a. Index of Multiple Deprivation (IMD)
E01002239,2019,Score,,9.138,a. Index of Multiple Deprivation (IMD)
E01000547,2019,Score,,22.673,a. Index of Multiple Deprivation (IMD)
E01002984,2019,Score,,17.185,a. Index of Multiple Deprivation (IMD)
E01001148,2019,Score,,23.162,a. Index of Multiple Deprivation (IMD)
E01000536,2019,Score,,11.259,a. Index of Multiple Deprivation (IMD)
E01003216,2019,Score,,22.725,a. Index of Multiple Deprivation (IMD)
E01003024,2019,Score,,31.514,a. Index of Multiple Deprivation (IMD)
E01002903,2019,Score,,7.616,a. Index of Multiple Deprivation (IMD)
E01000719,2019,Score,,25.428,a. Index of Multiple Deprivation (IMD)
E01000740,2019,Score,,25.699,a. Index of Multiple Deprivation (IMD)
E01001057,2019,Score,,40.503,a. Index of Multiple Deprivation (IMD)
E01001008,2019,Score,,30.401,a. Index of Multiple Deprivation (IMD)
E01002165,2019,Score,,14.602,a. Index of Multiple Deprivation (IMD)
E01000869,2019,Score,,22.144,a. Index of Multiple Deprivation (IMD)
E01000498,2019,Score,,32.538,a. Index of Multiple Deprivation (IMD)
E01000515,2019,Score,,27.517,a. Index of Multiple Deprivation (IMD)
E01016196,2019,Score,,5.307,a. Index of Multiple Deprivation (IMD)
E01016208,2019,Score,,5.144,a. Index of Multiple Deprivation (IMD)
E01004579,2019,Score,,18.872,a. Index of Multiple Deprivation (IMD)
E01004584,2019,Score,,32.114,a. Index of Multiple Deprivation (IMD)
E01001025,2019,Score,,6.227,a. Index of Multiple Deprivation (IMD)
E01000593,2019,Score,,19.632,a. Index of Multiple Deprivation (IMD)
E01000577,2019,Score,,32.606,a. Index of Multiple Deprivation (IMD)
E01001537,2019,Score,,11.559,a. Index of Multiple Deprivation (IMD)
E01001233,2019,Score,,23.841,a. Index of Multiple Deprivation (IMD)
E01001189,2019,Score,,17.717,a. Index of Multiple Deprivation (IMD)
E01001492,2019,Score,,32.044,a. Index of Multiple Deprivation (IMD)
E01001137,2019,Score,,23.5,a. Index of Multiple Deprivation (IMD)
E01001422,2019,Score,,7.863,a. Index of Multiple Deprivation (IMD)
E01001235,2019,Score,,14.225,a. Index of Multiple Deprivation (IMD)
E01001088,2019,Score,,16.133,a. Index of Multiple Deprivation (IMD)
E01000825,2019,Score,,17,a. Index of Multiple Deprivation (IMD)
E01001039,2019,Score,,8.629,a. Index of Multiple Deprivation (IMD)
E01002191,2019,Score,,6.486,a. Index of Multiple Deprivation (IMD)
E01002138,2019,Score,,17.468,a. Index of Multiple Deprivation (IMD)
E01000793,2019,Score,,4.826,a. Index of Multiple Deprivation (IMD)
E01001149,2019,Score,,16.06,a. Index of Multiple Deprivation (IMD)
E01000938,2019,Score,,33.666,a. Index of Multiple Deprivation (IMD)
E01015471,2019,Score,,5.266,a. Index of Multiple Deprivation (IMD)
E01015760,2019,Score,,39.664,a. Index of Multiple Deprivation (IMD)
E01015673,2019,Score,,42.346,a. Index of Multiple Deprivation (IMD)
E01015447,2019,Score,,8.663,a. Index of Multiple Deprivation (IMD)
E01001215,2019,Score,,30.196,a. Index of Multiple Deprivation (IMD)
E01015718,2019,Score,,18.293,a. Index of Multiple Deprivation (IMD)
E01015757,2019,Score,,33.032,a. Index of Multiple Deprivation (IMD)
E01001196,2019,Score,,38.041,a. Index of Multiple Deprivation (IMD)
E01015810,2019,Score,,21.728,a. Index of Multiple Deprivation (IMD)
E01015541,2019,Score,,46.665,a. Index of Multiple Deprivation (IMD)
E01004200,2019,Score,,27.239,a. Index of Multiple Deprivation (IMD)
E01015537,2019,Score,,39.379,a. Index of Multiple Deprivation (IMD)
E01015807,2019,Score,,31.225,a. Index of Multiple Deprivation (IMD)
E01015578,2019,Score,,24.915,a. Index of Multiple Deprivation (IMD)
E01015912,2019,Score,,3.944,a. Index of Multiple Deprivation (IMD)
E01015922,2019,Score,,30.816,a. Index of Multiple Deprivation (IMD)
E01015944,2019,Score,,8.711,a. Index of Multiple Deprivation (IMD)
E01016066,2019,Score,,34.429,a. Index of Multiple Deprivation (IMD)
E01016086,2019,Score,,7.575,a. Index of Multiple Deprivation (IMD)
E01015557,2019,Score,,9.476,a. Index of Multiple Deprivation (IMD)
E01015566,2019,Score,,6.395,a. Index of Multiple Deprivation (IMD)
E01016209,2019,Score,,13.341,a. Index of Multiple Deprivation (IMD)
E01016231,2019,Score,,14.819,a. Index of Multiple Deprivation (IMD)
E01015712,2019,Score,,21.057,a. Index of Multiple Deprivation (IMD)
E01015976,2019,Score,,34.598,a. Index of Multiple Deprivation (IMD)
E01015828,2019,Score,,40.017,a. Index of Multiple Deprivation (IMD)
E01015803,2019,Score,,12.104,a. Index of Multiple Deprivation (IMD)
E01004508,2019,Score,,10.753,a. Index of Multiple Deprivation (IMD)
E01004509,2019,Score,,15.768,a. Index of Multiple Deprivation (IMD)
E01015980,2019,Score,,7.608,a. Index of Multiple Deprivation (IMD)
E01001405,2019,Score,,12.081,a. Index of Multiple Deprivation (IMD)
E01002795,2019,Score,,25.019,a. Index of Multiple Deprivation (IMD)
E01002054,2019,Score,,36.761,a. Index of Multiple Deprivation (IMD)
E01001395,2019,Score,,35.279,a. Index of Multiple Deprivation (IMD)
E01002813,2019,Score,,10.093,a. Index of Multiple Deprivation (IMD)
E01002830,2019,Score,,35.373,a. Index of Multiple Deprivation (IMD)
E01002793,2019,Score,,36.247,a. Index of Multiple Deprivation (IMD)
E01002982,2019,Score,,13.639,a. Index of Multiple Deprivation (IMD)
E01001424,2019,Score,,45.659,a. Index of Multiple Deprivation (IMD)
E01001437,2019,Score,,38.766,a. Index of Multiple Deprivation (IMD)
E01002071,2019,Score,,53.253,a. Index of Multiple Deprivation (IMD)
E01002108,2019,Score,,8.475,a. Index of Multiple Deprivation (IMD)
E01001303,2019,Score,,9.914,a. Index of Multiple Deprivation (IMD)
E01002038,2019,Score,,46.599,a. Index of Multiple Deprivation (IMD)
E01001281,2019,Score,,7.459,a. Index of Multiple Deprivation (IMD)
E01000034,2019,Score,,35.895,a. Index of Multiple Deprivation (IMD)
E01000051,2019,Score,,36.941,a. Index of Multiple Deprivation (IMD)
E01004033,2019,Score,,27.067,a. Index of Multiple Deprivation (IMD)
E01004035,2019,Score,,36.203,a. Index of Multiple Deprivation (IMD)
E01003470,2019,Score,,9.521,a. Index of Multiple Deprivation (IMD)
E01003353,2019,Score,,21.578,a. Index of Multiple Deprivation (IMD)
E01000084,2019,Score,,39.815,a. Index of Multiple Deprivation (IMD)
E01003295,2019,Score,,29.292,a. Index of Multiple Deprivation (IMD)
E01003060,2019,Score,,36.815,a. Index of Multiple Deprivation (IMD)
E01002836,2019,Score,,11.093,a. Index of Multiple Deprivation (IMD)
E01002949,2019,Score,,9.745,a. Index of Multiple Deprivation (IMD)
E01002475,2019,Score,,17.647,a. Index of Multiple Deprivation (IMD)
E01003975,2019,Score,,31.043,a. Index of Multiple Deprivation (IMD)
E01004015,2019,Score,,22.806,a. Index of Multiple Deprivation (IMD)
E01003923,2019,Score,,26.667,a. Index of Multiple Deprivation (IMD)
E01001715,2019,Score,,28.349,a. Index of Multiple Deprivation (IMD)
E01001579,2019,Score,,37.671,a. Index of Multiple Deprivation (IMD)
E01001675,2019,Score,,28.69,a. Index of Multiple Deprivation (IMD)
E01001570,2019,Score,,17.923,a. Index of Multiple Deprivation (IMD)
E01001384,2019,Score,,9.84,a. Index of Multiple Deprivation (IMD)
E01001635,2019,Score,,23.232,a. Index of Multiple Deprivation (IMD)
E01001523,2019,Score,,8.803,a. Index of Multiple Deprivation (IMD)
E01001359,2019,Score,,24.895,a. Index of Multiple Deprivation (IMD)
E01000631,2019,Score,,16.862,a. Index of Multiple Deprivation (IMD)
E01001581,2019,Score,,20.417,a. Index of Multiple Deprivation (IMD)
E01001441,2019,Score,,37.103,a. Index of Multiple Deprivation (IMD)
E01000606,2019,Score,,19.696,a. Index of Multiple Deprivation (IMD)
E01001264,2019,Score,,24.398,a. Index of Multiple Deprivation (IMD)
E01001358,2019,Score,,45.789,a. Index of Multiple Deprivation (IMD)
E01001674,2019,Score,,22.128,a. Index of Multiple Deprivation (IMD)
E01002173,2019,Score,,13.645,a. Index of Multiple Deprivation (IMD)
E01002233,2019,Score,,24.849,a. Index of Multiple Deprivation (IMD)
E01003243,2019,Score,,37.508,a. Index of Multiple Deprivation (IMD)
E01003176,2019,Score,,35.216,a. Index of Multiple Deprivation (IMD)
E01001760,2019,Score,,39.233,a. Index of Multiple Deprivation (IMD)
E01001761,2019,Score,,47.161,a. Index of Multiple Deprivation (IMD)
E01001857,2019,Score,,39.967,a. Index of Multiple Deprivation (IMD)
E01001955,2019,Score,,37.986,a. Index of Multiple Deprivation (IMD)
E01003222,2019,Score,,22.103,a. Index of Multiple Deprivation (IMD)
E01003148,2019,Score,,18.954,a. Index of Multiple Deprivation (IMD)
E01001642,2019,Score,,11.497,a. Index of Multiple Deprivation (IMD)
E01003072,2019,Score,,16.47,a. Index of Multiple Deprivation (IMD)
E01003191,2019,Score,,34.906,a. Index of Multiple Deprivation (IMD)
E01001571,2019,Score,,17.934,a. Index of Multiple Deprivation (IMD)
E01003066,2019,Score,,37.398,a. Index of Multiple Deprivation (IMD)
E01012848,2019,Score,,44.368,a. Index of Multiple Deprivation (IMD)
E01012843,2019,Score,,67.75,a. Index of Multiple Deprivation (IMD)
E01017823,2019,Score,,15.644,a. Index of Multiple Deprivation (IMD)
E01017838,2019,Score,,10.316,a. Index of Multiple Deprivation (IMD)
E01012859,2019,Score,,66.451,a. Index of Multiple Deprivation (IMD)
E01012423,2019,Score,,15.694,a. Index of Multiple Deprivation (IMD)
E01012461,2019,Score,,5.16,a. Index of Multiple Deprivation (IMD)
E01012854,2019,Score,,70.596,a. Index of Multiple Deprivation (IMD)
E01017851,2019,Score,,16.51,a. Index of Multiple Deprivation (IMD)
E01017855,2019,Score,,9.39,a. Index of Multiple Deprivation (IMD)
E01030342,2019,Score,,2.954,a. Index of Multiple Deprivation (IMD)
E01030403,2019,Score,,7.102,a. Index of Multiple Deprivation (IMD)
E01030314,2019,Score,,5.042,a. Index of Multiple Deprivation (IMD)
E01030335,2019,Score,,9.82,a. Index of Multiple Deprivation (IMD)
E01017702,2019,Score,,6.571,a. Index of Multiple Deprivation (IMD)
E01017705,2019,Score,,11.7,a. Index of Multiple Deprivation (IMD)
E01012776,2019,Score,,23.675,a. Index of Multiple Deprivation (IMD)
E01012789,2019,Score,,54.793,a. Index of Multiple Deprivation (IMD)
E01012708,2019,Score,,32.225,a. Index of Multiple Deprivation (IMD)
E01012762,2019,Score,,24.365,a. Index of Multiple Deprivation (IMD)
E01013458,2019,Score,,21.615,a. Index of Multiple Deprivation (IMD)
E01013345,2019,Score,,13.309,a. Index of Multiple Deprivation (IMD)
E01013412,2019,Score,,12.32,a. Index of Multiple Deprivation (IMD)
E01013068,2019,Score,,3.94,a. Index of Multiple Deprivation (IMD)
E01012368,2019,Score,,30.626,a. Index of Multiple Deprivation (IMD)
E01028387,2019,Score,,10.229,a. Index of Multiple Deprivation (IMD)
E01012522,2019,Score,,34.443,a. Index of Multiple Deprivation (IMD)
E01012471,2019,Score,,10.803,a. Index of Multiple Deprivation (IMD)
E01028544,2019,Score,,9.015,a. Index of Multiple Deprivation (IMD)
E01028550,2019,Score,,14.34,a. Index of Multiple Deprivation (IMD)
E01028478,2019,Score,,8.961,a. Index of Multiple Deprivation (IMD)
E01018181,2019,Score,,7.968,a. Index of Multiple Deprivation (IMD)
E01018027,2019,Score,,6.37,a. Index of Multiple Deprivation (IMD)
E01018102,2019,Score,,24.729,a. Index of Multiple Deprivation (IMD)
E01017871,2019,Score,,3.184,a. Index of Multiple Deprivation (IMD)
E01017813,2019,Score,,9.309,a. Index of Multiple Deprivation (IMD)
E01018038,2019,Score,,6.037,a. Index of Multiple Deprivation (IMD)
E01017862,2019,Score,,4.689,a. Index of Multiple Deprivation (IMD)
E01017805,2019,Score,,20.791,a. Index of Multiple Deprivation (IMD)
E01028942,2019,Score,,4.735,a. Index of Multiple Deprivation (IMD)
E01029602,2019,Score,,28.948,a. Index of Multiple Deprivation (IMD)
E01028886,2019,Score,,20.088,a. Index of Multiple Deprivation (IMD)
E01028808,2019,Score,,8.999,a. Index of Multiple Deprivation (IMD)
E01028929,2019,Score,,6.913,a. Index of Multiple Deprivation (IMD)
E01029587,2019,Score,,11.34,a. Index of Multiple Deprivation (IMD)
E01029480,2019,Score,,11.437,a. Index of Multiple Deprivation (IMD)
E01030415,2019,Score,,4.974,a. Index of Multiple Deprivation (IMD)
E01030445,2019,Score,,4.153,a. Index of Multiple Deprivation (IMD)
E01023261,2019,Score,,25.967,a. Index of Multiple Deprivation (IMD)
E01023139,2019,Score,,18.29,a. Index of Multiple Deprivation (IMD)
E01018407,2019,Score,,3.416,a. Index of Multiple Deprivation (IMD)
E01018456,2019,Score,,5.072,a. Index of Multiple Deprivation (IMD)
E01030306,2019,Score,,6.649,a. Index of Multiple Deprivation (IMD)
E01030309,2019,Score,,7.616,a. Index of Multiple Deprivation (IMD)
E01023226,2019,Score,,2.769,a. Index of Multiple Deprivation (IMD)
E01023106,2019,Score,,26.174,a. Index of Multiple Deprivation (IMD)
E01018060,2019,Score,,25.396,a. Index of Multiple Deprivation (IMD)
E01023048,2019,Score,,9.346,a. Index of Multiple Deprivation (IMD)
E01023189,2019,Score,,4.129,a. Index of Multiple Deprivation (IMD)
E01017875,2019,Score,,7.794,a. Index of Multiple Deprivation (IMD)
E01023002,2019,Score,,16.17,a. Index of Multiple Deprivation (IMD)
E01023633,2019,Score,,16.005,a. Index of Multiple Deprivation (IMD)
E01023660,2019,Score,,7.647,a. Index of Multiple Deprivation (IMD)
E01023572,2019,Score,,12.677,a. Index of Multiple Deprivation (IMD)
E01023586,2019,Score,,2.938,a. Index of Multiple Deprivation (IMD)
E01028602,2019,Score,,2.284,a. Index of Multiple Deprivation (IMD)
E01028616,2019,Score,,2.93,a. Index of Multiple Deprivation (IMD)
E01028558,2019,Score,,14.704,a. Index of Multiple Deprivation (IMD)
E01028599,2019,Score,,3.123,a. Index of Multiple Deprivation (IMD)
E01028794,2019,Score,,6.918,a. Index of Multiple Deprivation (IMD)
E01028173,2019,Score,,55.295,a. Index of Multiple Deprivation (IMD)
E01028651,2019,Score,,14.75,a. Index of Multiple Deprivation (IMD)
E01028757,2019,Score,,14.361,a. Index of Multiple Deprivation (IMD)
E01028261,2019,Score,,50.081,a. Index of Multiple Deprivation (IMD)
E01028372,2019,Score,,15.939,a. Index of Multiple Deprivation (IMD)
E01028174,2019,Score,,24.963,a. Index of Multiple Deprivation (IMD)
E01024753,2019,Score,,7.18,a. Index of Multiple Deprivation (IMD)
E01024696,2019,Score,,25.84,a. Index of Multiple Deprivation (IMD)
E01019718,2019,Score,,14.161,a. Index of Multiple Deprivation (IMD)
E01019727,2019,Score,,4.986,a. Index of Multiple Deprivation (IMD)
E01024908,2019,Score,,82.749,a. Index of Multiple Deprivation (IMD)
E01024768,2019,Score,,4.433,a. Index of Multiple Deprivation (IMD)
E01025274,2019,Score,,37.3,a. Index of Multiple Deprivation (IMD)
E01024733,2019,Score,,5.702,a. Index of Multiple Deprivation (IMD)
E01019445,2019,Score,,13.786,a. Index of Multiple Deprivation (IMD)
E01024785,2019,Score,,5.839,a. Index of Multiple Deprivation (IMD)
E01019391,2019,Score,,9.368,a. Index of Multiple Deprivation (IMD)
E01019588,2019,Score,,5.308,a. Index of Multiple Deprivation (IMD)
E01019592,2019,Score,,2.072,a. Index of Multiple Deprivation (IMD)
E01019712,2019,Score,,4.522,a. Index of Multiple Deprivation (IMD)
E01019552,2019,Score,,28.12,a. Index of Multiple Deprivation (IMD)
E01013448,2019,Score,,37.19,a. Index of Multiple Deprivation (IMD)
E01013323,2019,Score,,17.453,a. Index of Multiple Deprivation (IMD)
E01012499,2019,Score,,10.058,a. Index of Multiple Deprivation (IMD)
E01013281,2019,Score,,44.849,a. Index of Multiple Deprivation (IMD)
E01028150,2019,Score,,9.172,a. Index of Multiple Deprivation (IMD)
E01028100,2019,Score,,13.783,a. Index of Multiple Deprivation (IMD)
E01013252,2019,Score,,6.121,a. Index of Multiple Deprivation (IMD)
E01028027,2019,Score,,35.736,a. Index of Multiple Deprivation (IMD)
E01013147,2019,Score,,39.173,a. Index of Multiple Deprivation (IMD)
E01012923,2019,Score,,14.276,a. Index of Multiple Deprivation (IMD)
E01012928,2019,Score,,55.928,a. Index of Multiple Deprivation (IMD)
E01013211,2019,Score,,21.756,a. Index of Multiple Deprivation (IMD)
E01013308,2019,Score,,24.957,a. Index of Multiple Deprivation (IMD)
E01012611,2019,Score,,13.836,a. Index of Multiple Deprivation (IMD)
E01012514,2019,Score,,6.549,a. Index of Multiple Deprivation (IMD)
E01029383,2019,Score,,10.078,a. Index of Multiple Deprivation (IMD)
E01028012,2019,Score,,19.573,a. Index of Multiple Deprivation (IMD)
E01029232,2019,Score,,22.299,a. Index of Multiple Deprivation (IMD)
E01029174,2019,Score,,22.01,a. Index of Multiple Deprivation (IMD)
E01023727,2019,Score,,19.14,a. Index of Multiple Deprivation (IMD)
E01028627,2019,Score,,5.121,a. Index of Multiple Deprivation (IMD)
E01023661,2019,Score,,20.61,a. Index of Multiple Deprivation (IMD)
E01029314,2019,Score,,18.273,a. Index of Multiple Deprivation (IMD)
E01023413,2019,Score,,14.258,a. Index of Multiple Deprivation (IMD)
E01023420,2019,Score,,4.294,a. Index of Multiple Deprivation (IMD)
E01023678,2019,Score,,8.869,a. Index of Multiple Deprivation (IMD)
E01028135,2019,Score,,3.465,a. Index of Multiple Deprivation (IMD)
E01023497,2019,Score,,4.902,a. Index of Multiple Deprivation (IMD)
E01029396,2019,Score,,13.86,a. Index of Multiple Deprivation (IMD)
E01023476,2019,Score,,3.648,a. Index of Multiple Deprivation (IMD)
E01023776,2019,Score,,11.665,a. Index of Multiple Deprivation (IMD)
E01023299,2019,Score,,8.618,a. Index of Multiple Deprivation (IMD)
E01023511,2019,Score,,8.012,a. Index of Multiple Deprivation (IMD)
